id,Date,Tweet,cleaned_tweet,hashtags,chatgpt annotation,labels
976,2021-02-08 03:49:41+00:00,"आज उत्तराखंड के लिए एक बहुत दुखद दिन था । चमोली तपोवन रैणी क्षेत्र में ग्लेशियर आने के कारण ऋषिगंगा पावर प्रोजेक्ट को क्षति पहुँची, जिससे नदी का जल स्तर लगातार बढ़कर बाढ़ की स्थिति उत्पन्न कर गया। ..2 https://t.co/voR85nyChf","आज उत्तराखंड के लिए एक बहुत दुखद दिन था । चमोली तपोवन रैणी क्षेत्र में ग्लेशियर आने के कारण ऋषिगंगा पावर प्रोजेक्ट को क्षति पहुँची, जिससे नदी का जल स्तर लगातार बढ़कर बाढ़ की स्थिति उत्पन्न कर गया। ..2 ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": ""ऋषिगंगा पावर प्रोजेक्ट को क्षति"", ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
977,2021-02-07 12:16:37+00:00,"चमोली में ग्लेशियर फटने से बाढ़ त्रासदी बेहद दुखद है।मेरी संवेदनाएँ उत्तराखंड की जनता के साथ हैं।राज्य सरकार सभी पीड़ितों को तुरंत सहायता दें।कांग्रेस साथी भी राहत कार्य में हाथ बटाएँ।
https://t.co/C0xKjTZ38u @INCIndia  @RahulGandhi @SupriyaShrinate @INCSMDept @RuchiraC  @K_T_L https://t.co/V3cbHPz89a","चमोली में ग्लेशियर फटने से बाढ़ त्रासदी बेहद दुखद है।मेरी संवेदनाएँ उत्तराखंड की जनता के साथ हैं।राज्य सरकार सभी पीड़ितों को तुरंत सहायता दें।कांग्रेस साथी भी राहत कार्य में हाथ बटाएँ।
         ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
978,2021-02-07 17:30:00+00:00,"उत्तराखंड: ग्लेशियर टूटने से गढ़वाल क्षेत्र में आई विकराल बाढ़, 150 श्रमिक लापता

#उत्तराखंड #चमोली #जोशीमठ #धौलीगंगा #ग्लेशियर #बाढ़ #Uttarakhand #Chamoli #Joshimath #Dhauliganga #Glacier #Flood

https://t.co/INdVVPl49Y","उत्तराखंड: ग्लेशियर टूटने से गढ़वाल क्षेत्र में आई विकराल बाढ़, 150 श्रमिक लापता

                 
","['उत्तराखंड', 'चमोली', 'जोशीमठ', 'धौलीगंगा', 'ग्लेशियर', 'बाढ़']","{ ""DEATHS"": NaN, ""MISSING"": ""150 श्रमिक लापता"", ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISSING', 'I-MISSING', 'I-MISSING']"
979,2021-02-07 19:04:12+00:00,"उत्तराखंड के चमोली जिले में ग्लेशियर टूटने से #धोली_गंगा नदी में पानी बढ़ने से बाढ़ की स्थिति बनी हुई है। 
बहुत ही दुखद खबर है। ऋषि गंगा पावर प्रोजेक्ट के इस घटना में मृत मजदूरों को विनम्र श्रद्धांजलि अर्पित करता हूं।💐💐

@uttarakhandcops @DDnews_dehradun @GeetaManjhi https://t.co/dZG5xB6r4T","उत्तराखंड के चमोली जिले में ग्लेशियर टूटने से  नदी में पानी बढ़ने से बाढ़ की स्थिति बनी हुई है। 
बहुत ही दुखद खबर है। ऋषि गंगा पावर प्रोजेक्ट के इस घटना में मृत मजदूरों को विनम्र श्रद्धांजलि अर्पित करता हूं।

   ",['धोली_गंगा'],"{ ""DEATHS"": ""मृत मजदूरों"", ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O']"
980,2021-05-30 08:39:53+00:00,"लोग सोचते हैं हम प्रकृति को नष्ट करेंगे,प्रकृति हमारा क्या कर लेगी।
ये लोगों का भ्रम है,याद करो उत्तराखंड की बाढ को रूह कांप जाएगी।
#SaveBuxwahaForest","लोग सोचते हैं हम प्रकृति को नष्ट करेंगे,प्रकृति हमारा क्या कर लेगी।
ये लोगों का भ्रम है,याद करो उत्तराखंड की बाढ को रूह कांप जाएगी।
 ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
981,2021-02-07 15:21:37+00:00,उत्तराखंड के चमोली में ग्लेशियर टूटने और अचानक बाढ़ से हुई जन-धन की क्षति के विषय में जानकर व्यथित हूं। आपदा प्रबंधन तथा प्रशासन राहत और बचाव के यथा संभव प्रयास कर रहे हैं। दुर्घटना से प्रभावित क्षेत्र के निवासियों की सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं। https://t.co/kSBFEzvimf,उत्तराखंड के चमोली में ग्लेशियर टूटने और अचानक बाढ़ से हुई जन-धन की क्षति के विषय में जानकर व्यथित हूं। आपदा प्रबंधन तथा प्रशासन राहत और बचाव के यथा संभव प्रयास कर रहे हैं। दुर्घटना से प्रभावित क्षेत्र के निवासियों की सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं।,[],"{
    ""DEATHS"":  ""जन-धन की क्षति"",
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": ""दुर्घटना से प्रभावित क्षेत्र के निवासियों"",
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"":  ""जन-धन की क्षति"",
    ""INFRASTRUCTURE DAMAGE"":NaN,
    ""HELP AND RELIEF"": ""प्रशासन राहत और बचाव के यथा संभव प्रयास""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FINANCIAL CRISIS', 'I-FINANCIAL CRISIS', 'I-FINANCIAL CRISIS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
982,2021-02-09 07:34:04+00:00,"7 फरवरी को उत्तराखंड के चमोली जिले में अलकनंदा की सहायक नदी क्षेत्र में हिम स्खलन की घटना घटी। जिसके कारण नदी के जलस्तर में काफी वृद्धि हो गई।

अचानक आई बाढ़ से निचले क्षेत्र में धौलीगंगा नदी पर स्थित NTPC की निर्माणाधीन जल विद्युत परियोजना को भी नुकसान पहुंचा।
-श्री @AmitShah जी","7 फरवरी को उत्तराखंड के चमोली जिले में अलकनंदा की सहायक नदी क्षेत्र में हिम स्खलन की घटना घटी। जिसके कारण नदी के जलस्तर में काफी वृद्धि हो गई।

अचानक आई बाढ़ से निचले क्षेत्र में धौलीगंगा नदी पर स्थित  की निर्माणाधीन जल विद्युत परियोजना को भी नुकसान पहुंचा।
-श्री  जी",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": ""जल विद्युत परियोजना को भी नुकसान"", ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O', 'O', 'O']"
983,2021-02-08 11:16:03+00:00,"उत्तराखंड में रविवार को चमोली जिले स्थित ऋषिगंगा में आई बाढ़ से पैदा हालात से निपटने के लिए सेना, आईटीबीपी, एनडीआरएफ, एसडीआरएफ और राज्य पुलिस के एक हजार से अधिक जवानों को बचाव और राहत अभियान में लगाया गया।🙏🏻🙏🏻 https://t.co/Oh3JgsfBm6","उत्तराखंड में रविवार को चमोली जिले स्थित ऋषिगंगा में आई बाढ़ से पैदा हालात से निपटने के लिए सेना, आईटीबीपी, एनडीआरएफ, एसडीआरएफ और राज्य पुलिस के एक हजार से अधिक जवानों को बचाव और राहत अभियान में लगाया गया। ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": ""सेना, आईटीबीपी, एनडीआरएफ, एसडीआरएफ और राज्य पुलिस के एक हजार से अधिक जवानों को बचाव और राहत अभियान""}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O']"
984,2021-02-07 10:48:23+00:00,"#उत्तराखंड चमोली ऋषिगंगा भुसलखन और बाढ़ त्रादसी में मारे गए 100 से 150 लोगो के परिवारों के साथ हमारी संवेदना।
ईश्वर मृतकों की आत्मा को शांति प्रदत करे। https://t.co/66XpuV8DnE"," चमोली ऋषिगंगा भुसलखन और बाढ़ त्रादसी में मारे गए 100 से 150 लोगो के परिवारों के साथ हमारी संवेदना।
ईश्वर मृतकों की आत्मा को शांति प्रदत करे। ",['उत्तराखंड'],"{ ""DEATHS"": "" मारे गए 100 से 150 लोगो के परिवारों "", ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
985,2021-02-07 11:02:42+00:00,"#Chamoli #उत्तराखंड डीजीपी अशोक कुमार का बयान, श्रीनगर में नदी का बहाव सामान्य-डीजीपी, बाढ़ का खतरा बिल्कुल नहीं-डीजीपी, देवप्रयाग,निचले इलाकों में खतरा नहीं-DGP, डैम में फंसे 16 लोगों को निकाला गया-DGP. @Ashokkumarips 
#UttarakhandDisaster #Uttarakhand  #policemedianews","   डीजीपी अशोक कुमार का बयान, श्रीनगर में नदी का बहाव सामान्य-डीजीपी, बाढ़ का खतरा बिल्कुल नहीं-डीजीपी, देवप्रयाग,निचले इलाकों में खतरा नहीं-, डैम में फंसे 16 लोगों को निकाला गया-.  
      ",['उत्तराखंड'],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": ""डैम में फंसे 16 लोगों"", ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": ""डैम में फंसे 16 लोगों को निकाला गया""}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
986,2021-02-07 12:53:36+00:00,@RashmiBhadoriy2 आज उत्तराखंड के चमोली में जो घटना घटी है डैम टूटने के कारण नदी में अचानक बाढ़ आ जाने से बहुत क्षति पहुंची है आंजना में बहुत दुखद घटना है भगवान शिव सभी की रक्षा करें यही कामना करता हूं,आज उत्तराखंड के चमोली में जो घटना घटी है डैम टूटने के कारण नदी में अचानक बाढ़ आ जाने से बहुत क्षति पहुंची है आंजना में बहुत दुखद घटना है भगवान शिव सभी की रक्षा करें यही कामना करता हूं,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
987,2021-02-07 16:01:32+00:00,उत्तराखंड के चमोली जिले में ऋषिगंगा में आई बाढ़ https://t.co/n5krTe49r4,उत्तराखंड के चमोली जिले में ऋषिगंगा में आई बाढ़,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
988,2021-03-21 15:17:44+00:00,"बीजेपी शासित राज्य BHR  ,UP ,MP ,उत्तराखंड, सहित पूरे देश में विकास की बाढ आयी हुई है कुछ दिनों पहले UP और BHR से विकास की बाढ में 40,50 हजार लोग बह भी गये थे
अब ये बाढ़ बंगाल मे बीजेपी लाना चाहती है
बंगाली भाइयों से आग्रह है की इस बाढ़ से खुद को और अपने राज्य को बचा के रखें","बीजेपी शासित राज्य   , , ,उत्तराखंड, सहित पूरे देश में विकास की बाढ आयी हुई है कुछ दिनों पहले  और  से विकास की बाढ में 40,50 हजार लोग बह भी गये थे
अब ये बाढ़ बंगाल मे बीजेपी लाना चाहती है
बंगाली भाइयों से आग्रह है की इस बाढ़ से खुद को और अपने राज्य को बचा के रखें",[],"{ ""DEATHS"": NaN, ""MISSING"": "" 40,50 हजार लोग बह भी गये "", ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISSING', 'I-MISSING', 'I-MISSING', 'I-MISSING', 'I-MISSING', 'I-MISSING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
989,2021-05-06 02:35:25+00:00,उत्तराखंड मैं बादल फटने के बाद आई बाढ़ https://t.co/N0MkNp4RsI,उत्तराखंड मैं बादल फटने के बाद आई बाढ़,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
990,2021-02-07 11:05:00+00:00,"उत्तराखंड के सीएम ने दी बड़ी जानकारी, बाढ़ को लेकर कही ये बात #UttarakhandFlood #trivendrasinghrawat
https://t.co/D1HxRc8BNn","उत्तराखंड के सीएम ने दी बड़ी जानकारी, बाढ़ को लेकर कही ये बात    
",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
991,2021-06-20 02:27:02+00:00,@Mayawati उत्तराखंड में लगातार हो रही बारिश के कारण उत्तर प्रदेश के निचले इलाकों में बाढ़ का खतरा बढ़ गया है जिसकी वजह से जान-माल की भारी हानि हो सकती है अतः सरकार से अनुरोध है कि जल्द से जल्द उचित कदम उठाते हुए लोगों को सतर्क करें और हर संभव मदद करने का प्रयास करें।,उत्तराखंड में लगातार हो रही बारिश के कारण उत्तर प्रदेश के निचले इलाकों में बाढ़ का खतरा बढ़ गया है जिसकी वजह से जान-माल की भारी हानि हो सकती है अतः सरकार से अनुरोध है कि जल्द से जल्द उचित कदम उठाते हुए लोगों को सतर्क करें और हर संभव मदद करने का प्रयास करें।,[],"{
    ""DEATHS"":""जान-माल की भारी हानि"",
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"":NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"":  ""जान-माल की भारी हानि"",
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""सरकार से अनुरोध है कि जल्द से जल्द उचित कदम उठाते हुए लोगों को सतर्क करें और हर संभव मदद करने का प्रयास""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FINANCIAL CRISIS', 'I-FINANCIAL CRISIS', 'I-FINANCIAL CRISIS', 'I-FINANCIAL CRISIS', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
992,2021-02-07 11:33:44+00:00,"#UttarakhandDisaster #Uttarakhand 
उत्तराखंड में जोशीमठ के पास ग्लेशियर टूटने से भीषण बाढ़, 150 से ज्यादा की मौत, 150 लापता https://t.co/QQXZhj5pi1","    
उत्तराखंड में जोशीमठ के पास ग्लेशियर टूटने से भीषण बाढ़, 150 से ज्यादा की मौत, 150 लापता ",[],"{
  ""DEATHS"": ""150 से ज्यादा की मौत"",
  ""MISSING"": ""150 लापता"",
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-MISSING', 'I-MISSING']"
993,2021-03-02 08:31:27+00:00,"सेवा कार्य
1971 में ओडिशा में आए भयंकर चंक्रवात से लेकर भोपाल की गैस त्रासदी तक, 1984 में हुए सिख विरोधी दंगों से लेकर गुजरात के भूकंप, सुनामी की प्रलय, उत्तराखंड की बाढ़ और कारगिल युद्ध के घायलों की","सेवा कार्य
1971 में ओडिशा में आए भयंकर चंक्रवात से लेकर भोपाल की गैस त्रासदी तक, 1984 में हुए सिख विरोधी दंगों से लेकर गुजरात के भूकंप, सुनामी की प्रलय, उत्तराखंड की बाढ़ और कारगिल युद्ध के घायलों की",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
994,2021-02-09 10:58:28+00:00,"उत्तराखंड सरकार ने ये बताया है कि बाढ़ से निचले क्षेत्र में अब कोई खतरा नहीं है और साथ ही साथ जलस्तर में भी कमी आ रही है।

केंद्र और राज्य की सभी संबंधित एजेंसियां स्थिति पर लगातार कड़ी निगाह रखे हुए हैं।

- श्री @AmitShah

https://t.co/6HAFiN6kL1","उत्तराखंड सरकार ने ये बताया है कि बाढ़ से निचले क्षेत्र में अब कोई खतरा नहीं है और साथ ही साथ जलस्तर में भी कमी आ रही है।

केंद्र और राज्य की सभी संबंधित एजेंसियां स्थिति पर लगातार कड़ी निगाह रखे हुए हैं।

- श्री 

",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
