id,Date,Tweet,cleaned_tweet,Json,Help and Relief Phrase,Damage Phrase,Loss Phrase,labels
593,2023-02-11 03:50:06+00:00,"तुर्की-सीरिया भूकंप में मरने वालों की संख्या 24,000 के पार : बार-बार गलती मान रहे एर्दोगन, क्या है कारण? https://t.co/s9Nnjd5MO7 https://t.co/bLSacqUazE","तुर्की-सीरिया भूकंप में मरने वालों की संख्या 24,000 के पार : बार-बार गलती मान रहे एर्दोगन, क्या है कारण?","{
  ""DEATHS"": ""मरने वालों की संख्या 24,000 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
594,2023-02-12 10:28:17+00:00,तुर्की सीरिया भूकंप मैं जीवन के नुकसान और तबाही पर दुख व्यक्त करता हूं मैं प्रार्थना करता हूं कि भगवान उन्हें राहत दे,तुर्की सीरिया भूकंप मैं जीवन के नुकसान और तबाही पर दुख व्यक्त करता हूं मैं प्रार्थना करता हूं कि भगवान उन्हें राहत दे,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,तबाही,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
595,2023-02-08 19:04:00+00:00,तुर्की-सीरिया के विनाशकारी भूकंप में मृतकों की संख्या 11000 के पार https://t.co/VJuBjT7sZQ,तुर्की-सीरिया के विनाशकारी भूकंप में मृतकों की संख्या 11000 के पार,"{
  ""DEATHS"": ""मृतकों की संख्या 11000 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
596,2023-02-06 16:24:11+00:00,"प्रकृति का रिटर्न तुर्की, सीरिया में भूकंप के झटको से देखने मिला।
अभी भी समय है हमें सम्हलना होगा।
#SaveSoil
#मिट्टी_बचाओ","प्रकृति का रिटर्न तुर्की, सीरिया में भूकंप के झटको से देखने मिला।
अभी भी समय है हमें सम्हलना होगा।
 
","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
597,2023-02-06 10:06:35+00:00,"रिसर्चर ने तुर्की -सीरिया में भूकंप को लेकर 3 दिन पहले ही कर दी थी भविष्यवाणी, ट्वीट वायरल  news in hindi https://t.co/vlhMsMMth2","रिसर्चर ने तुर्की -सीरिया में भूकंप को लेकर 3 दिन पहले ही कर दी थी भविष्यवाणी, ट्वीट वायरल","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
598,2023-02-08 19:04:08+00:00,"तुर्की-सीरिया में भूकंप के झटकों के चलते अब तक करीब 12,000 से अधिक लोगों की जान जा चुकी है। भूकंप के आए 72 घंटे से ज्यादा गुजर चुके हैं. रेस्क्यू ऑपरेशन जारी है. इतना लंब समय निकल जाने के बाद भी मलबे से अभी भी कई बच्चे जिंदा निकल रहे हैं.

#TurkeySyriaEarthquake","तुर्की-सीरिया में भूकंप के झटकों के चलते अब तक करीब 12,000 से अधिक लोगों की जान जा चुकी है। भूकंप के आए 72 घंटे से ज्यादा गुजर चुके हैं. रेस्क्यू ऑपरेशन जारी है. इतना लंब समय निकल जाने के बाद भी मलबे से अभी भी कई बच्चे जिंदा निकल रहे हैं.","{
  ""DEATHS"": ""12,000 से अधिक लोगों की जान"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",रेस्क्यू ऑपरेशन जारी है. इतना लंब समय निकल जाने के बाद भी मलबे से अभी भी कई बच्चे जिंदा निकल रहे,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
599,2023-02-08 03:50:39+00:00,"तुर्की-सीरिया में आए भूकंप में मरने वालों की संख्या 7900 के पार, अभी और बढ़ने की आशंका. 
#Turkey #Syria #Earthquake #BharatExpress https://t.co/5UZjAjs6hE","तुर्की-सीरिया में आए भूकंप में मरने वालों की संख्या 7900 के पार, अभी और बढ़ने की आशंका.","{
  ""DEATHS"": ""मरने वालों की संख्या 7900 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O']"
600,2023-02-17 03:14:02+00:00,"तुर्की-सीरिया में आए विनाशकारी भूकंप से लाशों का ढेर, नहीं थम रहा मरने वालों का आंकड़ा, 41 हजार के पार
👉 https://t.co/2YiZRmrgpE
 #HindiNews #Navabharat","तुर्की-सीरिया में आए विनाशकारी भूकंप से लाशों का ढेर, नहीं थम रहा मरने वालों का आंकड़ा, 41 हजार के पार","{
  ""DEATHS"": ""मरने वालों का आंकड़ा, 41 हजार के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
601,2023-02-07 20:43:19+00:00,"तुर्की, सीरिया में भूकंप से 7,300 से अधिक की मौत: “ठंड से ठिठुर रहे बच्चे” https://t.co/gmG8IH6u3q","तुर्की, सीरिया में भूकंप से 7,300 से अधिक की मौत: “ठंड से ठिठुर रहे बच्चे”","{
  ""DEATHS"": ""7,300 से अधिक की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O']"
602,2023-02-07 03:45:44+00:00,"तुर्की-सीरिया में बढ़ता ही जा रहा भूकंप से मरने वालों का आंकड़ा, अब तक 4.3 हजार लोगों की मौत

#turkey #syria #india247livetv https://t.co/HjK2XdN1q0","तुर्की-सीरिया में बढ़ता ही जा रहा भूकंप से मरने वालों का आंकड़ा, अब तक 4.3 हजार लोगों की मौत

     247","{
  ""DEATHS"": ""4.3 हजार लोगों की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O']"
603,2023-02-13 04:21:50+00:00,"तुर्की, सीरिया में भूकंप से मरने वालों की संख्या बढ़कर 24,165 हुई https://t.co/S5xgleVNmT 
#WamNews","तुर्की, सीरिया में भूकंप से मरने वालों की संख्या बढ़कर 24,165 हुई","{
  ""DEATHS"": ""मरने वालों की संख्या बढ़कर 24,165 हुई"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
604,2023-02-11 20:56:28+00:00,"जर्मनी तुर्की, सीरिया भूकंप से बचे लोगों को 3 महीने का आपातकालीन वीजा देगा https://t.co/kdTGzKHeV6","जर्मनी तुर्की, सीरिया भूकंप से बचे लोगों को 3 महीने का आपातकालीन वीजा देगा","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""3 महीने का आपातकालीन वीजा""
}
",बचे लोगों को 3 महीने का आपातकालीन वीजा देगा,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
605,2023-02-06 09:58:13+00:00,"तुर्की,सीरिया में भूकंप से 640 की मौत,हजारों इमारतें जमींदोज https://t.co/q8XzYKImNx via @https://twitter.com/FrontLineNews7","तुर्की,सीरिया में भूकंप से 640 की मौत,हजारों इमारतें जमींदोज   @","{
  ""DEATHS"": ""640 की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": ""हजारों इमारतें जमींदोज"",
  ""HELP AND RELIEF"": NaN
}
",,हजारों इमारतें जमींदोज,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O']"
606,2023-02-07 08:34:08+00:00,"तुर्की सीरिया भारत का अभिन्न मित्र है, सदैव भारत के साथ खड़ा रहा है l इसीलिए पीएम मोदीजी ने सबसे पहले उसकी भूकंप सहायता में ndrf टीम सहायता भेजी है l
@PMOIndia","तुर्की सीरिया भारत का अभिन्न मित्र है, सदैव भारत के साथ खड़ा रहा है  इसीलिए पीएम मोदीजी ने सबसे पहले उसकी भूकंप सहायता में  टीम सहायता भेजी है ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""पीएम मोदीजी ने सबसे पहले भूकंप सहायता में टीम सहायता भेजी है""
}
",पीएम मोदीजी ने सबसे पहले उसकी भूकंप सहायता में टीम सहायता भेजी है,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
607,2023-02-10 01:29:05+00:00,"तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 21 हजार के पार, WHO महासचिव टेड्रोस सीरिया रवाना https://t.co/f55uGNHzry","तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 21 हजार के पार,  महासचिव टेड्रोस सीरिया रवाना","{
  ""DEATHS"": ""मरने वालों की संख्या 21 हजार के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",महासचिव टेड्रोस सीरिया रवाना,,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O']"
608,2023-02-07 09:22:29+00:00,"तुर्की, सीरिया में भूकंप: दर्द, चीखें, दुख और मदद की पुकार | https://t.co/M5xrHgiba9 | #WNN7IN #WNN7Hindi #WorldNewsNuggets","तुर्की, सीरिया में भूकंप: दर्द, चीखें, दुख और मदद की पुकार |  |  7  7","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
609,2023-02-08 08:43:03+00:00,"तुर्की, सीरिया में भूकंप से मरने वालों का आंकड़ा 8700 के पार
पूरी ख़बर: https://t.co/6eJa0GJ60G","तुर्की, सीरिया में भूकंप से मरने वालों का आंकड़ा 8700 के पार
पूरी ख़बर:","{
  ""DEATHS"": ""मरने वालों का आंकड़ा 8700 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O']"
610,2023-02-06 15:10:26+00:00,"तुर्की-सीरिया बॉर्डर के समीप भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोगों की मौत,अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि,भारत ने रेसक्यू के लिए NDRF की 2 टीमें और राहत सामग्री रवाना की! 

अल्लाह हिफाज़त करें महफूज़ रखे!","तुर्की-सीरिया बॉर्डर के समीप भूकंप के झटकों से गिरी इमारतों में दबकर 1600 के करीब लोगों की मौत,अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि,भारत ने रेसक्यू के लिए  की 2 टीमें और राहत सामग्री रवाना की! 

अल्लाह हिफाज़त करें महफूज़ रखे!","{
  ""DEATHS"": ""1600 के करीब लोगों की मौत, अब तक तुर्की में 1014 और सीरिया में 582 लोगों के मरने की पुष्टि"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""भारत ने रेसक्यू के लिए 2 टीमें और राहत सामग्री रवाना की""
}
",भारत ने रेसक्यू के लिए की 2 टीमें और राहत सामग्री रवाना की!,गिरी इमारतों,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
611,2023-02-08 09:16:09+00:00,"भूकंप से उजड़े तुर्की-सीरिया का भारत ने थामा हाथ 

#Turkey #TurkeySyriaEarthquake #indianarmy #DNAVideos

यहां क्लिक कर पढ़ें खबरें-
https://t.co/GH7kizqdG3 https://t.co/erbnOGHKTt","भूकंप से उजड़े तुर्की-सीरिया का भारत ने थामा हाथ 

       

यहां क्लिक कर पढ़ें खबरें-
 ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
612,2023-02-06 06:37:54+00:00,"तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 100 के पार, दोनों देशों में भीषण तबाही #TurkeyEarthquake #earthquake","तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 100 के पार, दोनों देशों में भीषण तबाही","{
  ""DEATHS"": ""मरने वालों की संख्या 100 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": ""भीषण तबाही"",
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE']"
613,2023-02-09 23:00:24+00:00,"फ्रैंक हूगरबिट्स के अनुसंधान द्वारा प्राप्त जानकारी के अनुसार तुर्की सीरिया के कुछ दिनों बाद ही भारत,पाकिस्तान सहित अफगानिस्तान में गंभीर भूकंप की संभावना की जानकारी सार्वजनिक तौर पर दी जा रही है।
@sandeepuptv @Dr_Safaa07 @ #stayalert https://t.co/xfSMAPlH8e","फ्रैंक हूगरबिट्स के अनुसंधान द्वारा प्राप्त जानकारी के अनुसार तुर्की सीरिया के कुछ दिनों बाद ही भारत,पाकिस्तान सहित अफगानिस्तान में गंभीर भूकंप की संभावना की जानकारी सार्वजनिक तौर पर दी जा रही है।
  @   ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
614,2023-02-23 17:07:26+00:00,"तुर्की-सीरिया भूकंप से प्रभावित लोगों की मदद कैसे करें
-Technology-FastNews1
https://t.co/F0AajsZMnc","तुर्की-सीरिया भूकंप से प्रभावित लोगों की मदद कैसे करें
--1","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
615,2023-02-11 12:24:36+00:00,"तुर्की-सीरिया में भूकंप से मौत का आंकड़ा 26 हजार के पार पहुंचा

#TurkeySyriaEarthquake #TurkeyEarthquake",तुर्की-सीरिया में भूकंप से मौत का आंकड़ा 26 हजार के पार पहुंचा,"{
  ""DEATHS"": ""मौत का आंकड़ा 26 हजार के पार पहुंचा"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
616,2023-02-06 15:53:47+00:00,"तुर्किये (पुराना नाम तुर्की), सीरिया, लेबनान और इजरायल सोमवार को आए विनाशकारी भूकंप ने भारी तबाही मचाई। इसके कारण तुर्किये और सीरिया में अब तक 2310 लोगों की मौत हो चुकी है, जबकि 10,000 से ज्यादा लोग घायल हुए हैं। @ Read More https://t.co/sRKydbUg7F","तुर्किये (पुराना नाम तुर्की), सीरिया, लेबनान और इजरायल सोमवार को आए विनाशकारी भूकंप ने भारी तबाही मचाई। इसके कारण तुर्किये और सीरिया में अब तक 2310 लोगों की मौत हो चुकी है, जबकि 10,000 से ज्यादा लोग घायल हुए हैं। @","{
  ""DEATHS"": ""2310 लोगों की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": ""10,000 से ज्यादा लोग घायल"",
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,भारी तबाही मचाई,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O']"
